FilePath,Orientation,Mean_NGS,Median_NGS,Std_NGS,Q25_NGS,Q75_NGS,Mean_NGS_Eroded,Median_NGS_Eroded,Std_NGS_Eroded,Q25_NGS_Eroded,Q75_NGS_Eroded,N_slices,Num_voxels_in_mask,Num_voxels_in_mask_Eroded
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-007\DICOM\00007ABD\AA3298BF\AA35022C\0000C8F1\0000C8F1_ax_t2_tse_Med_DRS_480_20251105000000_3.nii.gz,axial,7.877607940285139e-05,1.3692056304935476e-05,0.00018043264118043514,1.1366746015696915e-05,2.5749735583742938e-05,0.00013443945658733148,2.668444113030863e-05,0.0002591585717595611,1.6702809962502667e-05,7.735597541680295e-05,28,4632989,2813917
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-006\DICOM\000085C1\AAF23C1D\AAE7471F\000038B1\000038B1_ax_t2_tse_Med_DRS_480_20251105000000_3.nii.gz,axial,0.000188267253720111,1.4941689391807476e-05,0.0006914401825653573,1.2736163137201581e-05,3.127353865719864e-05,0.00028190498019483787,2.2430705035516043e-05,0.0008790208485137764,1.5842136695197386e-05,6.762221460569239e-05,28,4463934,2716798
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-006\DICOM\000085C1\AAF23C1D\AAE7471F\000055EB\000055EB_cor_t2_tse_20251105000000_16.nii.gz,coronal,0.00022825070373360282,3.862040360938629e-05,0.0008722890106797372,2.9083182985630645e-05,7.777731645952858e-05,0.00033497483994404377,5.176577629171114e-05,0.00110389308254575,3.750086508209959e-05,0.00010960923457787512,29,1252424,773150
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-006\DICOM\000085C1\AAF23C1D\AAE7471F\00008927\00008927_ax_t2_tse_20251105000000_2.nii.gz,axial,0.0003188753186282778,5.11140180848762e-05,0.0009564983673083885,3.5836214321931676e-05,9.014670856210673e-05,0.000506913228395085,7.177518757551068e-05,0.001257050049996913,4.440143626377421e-05,0.00021608018028411094,28,1276353,778137
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-005\DICOM\0000C352\AAB5C999\AAF4C65F\00003344\00003344_ax_t2_tse_Med_DRS_480_20251023000000_3.nii.gz,axial,7.282970433515626e-05,1.8417531997992405e-05,0.00020175841750638769,1.2257508629960183e-05,2.785982930241559e-05,0.00010642574278290082,2.3952979030602194e-05,0.00022465124356954377,1.6498242610443837e-05,6.0114492485155854e-05,26,4197762,2519488
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-005\DICOM\0000C352\AAB5C999\AAF4C65F\0000344E\0000344E_ax_t2_tse_20251023000000_2.nii.gz,axial,0.0001586141250315399,5.172736379971313e-05,0.0003575020769852178,3.427769991597083e-05,7.620213249288731e-05,0.00023363300413693625,6.618530886149467e-05,0.0004287810400929564,4.524175768938458e-05,0.00017339464345233644,26,1193975,715086
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-005\DICOM\0000C352\AAB5C999\AAF4C65F\00007B72\00007B72_cor_t2_tse_20251023000000_16.nii.gz,coronal,0.0001057001312704009,4.850850089961764e-05,0.00015665415094268575,3.70787127135295e-05,8.334861587379008e-05,0.00017333081029483424,6.740430149918794e-05,0.0002636389921808213,5.318013766199116e-05,0.00012330045507174408,29,992650,603496
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-004\DICOM\00007A23\AA337C33\AA19DE6F\000006EE\000006EE_ax_t2_tse_20251014000000_2.nii.gz,axial,0.0005129932037660524,4.650952479996203e-05,0.0017327578560976352,3.360267983572819e-05,9.23044354278232e-05,0.0007281739181783355,6.552544245646215e-05,0.0019433336207227338,4.6934909452722435e-05,0.00024208872085104276,28,1409846,866128
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-004\DICOM\00007A23\AA337C33\AA19DE6F\00002631\00002631_cor_t2_tse_20251014000000_16.nii.gz,coronal,9.415367267904035e-05,3.679121148443583e-05,0.00023391370410785143,3.065234696158543e-05,6.477788815028692e-05,0.00014664027693324044,5.491111586299631e-05,0.0003150514174156154,4.0381404996053057e-05,9.983482314369677e-05,29,1387801,867066
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-004\DICOM\00007A23\AA337C33\AA19DE6F\0000A47D\0000A47D_ax_t2_tse_Med_DRS_480_20251014000000_3.nii.gz,axial,0.00023539261619911063,1.7195420787950508e-05,0.0008410984949408514,1.1121276994178858e-05,3.161690873814554e-05,0.00035303340377310023,2.4437933783900087e-05,0.0009917603095031858,1.5797724770971247e-05,0.00010628452777537977,28,4940110,3038204
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\00000323\00000323_cor_t2_tse_20251001000000_16.nii.gz,coronal,5.885984094305012e-05,3.334309957969371e-05,7.321893503690657e-05,2.7264730024169793e-05,5.5700575297012074e-05,9.380327047305718e-05,4.7928561251984374e-05,0.00012851722078895174,3.324968524697434e-05,8.189631727141487e-05,29,1302628,799356
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\00002DA5\00002DA5_ax_t2_tse_20251001000000_2.nii.gz,axial,0.00013341276999802304,4.2420803200727734e-05,0.00031019933853543096,3.516948713490818e-05,8.682187649949449e-05,0.00023377962523038422,6.884061386231948e-05,0.0004344180346686558,4.811131061149254e-05,0.00020454617015420887,28,1312517,809342
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\00004447\00004447_ax_t2_tse_Med_DRS_480_20251001000000_3.nii.gz,axial,5.172151132581598e-05,1.3397772399381841e-05,0.00013379335924605643,1.1258264053550882e-05,2.9602372740960773e-05,9.054928271977381e-05,2.4849236923377105e-05,0.00019242598162966124,1.572341737644265e-05,6.79311104188151e-05,28,4626029,2862714
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\0000064C\0000064C_ax_t2_tse_Med_DRS_480_20251001000000_3.nii.gz,axial,7.12449933051679e-05,1.5705010258101256e-05,0.00019085489489955847,1.4260916459531564e-05,3.337455601518943e-05,0.0001373392619985335,2.509902882632578e-05,0.0003511672427474369,1.6355820909612925e-05,6.706730512885137e-05,28,4948969,3137222
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\000050CE\000050CE_ax_t2_tse_20251001000000_2.nii.gz,axial,0.0002697725032740133,4.9903744659346765e-05,0.000721837411319182,4.06019517859114e-05,9.727519937709561e-05,0.0004192886956820713,7.241091792137069e-05,0.0009847253972109715,5.181930055374959e-05,0.0001929498089498372,28,1406003,887813
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00007108\00007108_cor_t2_tse_20251001000000_22.nii.gz,coronal,0.00011116429200578341,2.9872519781230506e-05,0.00030160164342311267,2.526313899688233e-05,5.973728057279624e-05,0.00014804627185590434,4.0279053850165604e-05,0.00034808311870969974,3.072526000062176e-05,6.726497798000449e-05,31,1274196,801806
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\0000A952\0000A952_cor_t2_tse_RPT_20251001000000_23.nii.gz,coronal,5.747055128282123e-05,3.778904621323707e-05,4.2033128477092594e-05,3.080108509985407e-05,7.31550180152171e-05,8.803751983273401e-05,4.887336415042503e-05,8.325303837896611e-05,4.1184952458259876e-05,9.513272233419709e-05,31,1405075,900916
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-001\DICOM\00006527\AA3F4F63\AACCC5A7\00009509\00009509_ax_t2_tse_20250924000000_2.nii.gz,axial,0.0001327050364508032,4.69194836080421e-05,0.00027277090172418125,3.777986149967852e-05,9.605119786175017e-05,0.0002188253401357883,8.027400742485583e-05,0.00035906051542177375,5.2762627887593834e-05,0.00018599082034516224,28,1229200,749918
W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-001\DICOM\00006527\AA3F4F63\AACCC5A7\0000C351\0000C351_ax_t2_tse_Med_DRS_480_20250924000000_3.nii.gz,axial,3.9679500177825086e-05,1.6147476336146077e-05,6.384838735188512e-05,1.2540638038994848e-05,3.2895823950796795e-05,7.560627444913111e-05,2.7750883493248382e-05,0.00012006770557050916,1.785010525889604e-05,5.9509926580574124e-05,28,4307499,2637567
