SeriesHash,SubjectID,MagneticFieldStrength,MRAcquisitionType,PulseSequenceName,SliceThickness,EchoTime,RepetitionTime,FlipAngle,EchoTrainLength,ParallelReductionFactorInPlane,AcquisitionDuration,PixelBandwidth,ImageOrientationPatientDICOM,BidsGuess,NIfTIPath
0000B1F8,Min-Mo-003,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.998497, 0.0548153]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000B1F8\0000B1F8_20251001000000_8.nii.gz
0000B838,Min-Mo-003,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.00218361, 0.987631, 0.156779, 0.00128444, 0.156777, -0.987633]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000B838\0000B838_t1_space_sag_20251001000000_6.nii.gz
0000DD19,Min-Mo-003,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999305, 0.019984, -0.0314727, -0.0174429, 0.996719, 0.0790399]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000DD19\0000DD19_ax_swi_ge3d_20251001000000_12.nii.gz
0000E218,Min-Mo-003,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999981, 0.0051409, 0.00333677, 0.00186703, 0.26304, -0.964783]","['derived', '_acq-spcR4p2_run-20_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000E218\0000E218_20251001000000_20.nii.gz
0000E3A9,Min-Mo-003,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.998497, 0.0548153]","['derived', '_acq-spcR4p2_run-21_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000E3A9\0000E3A9_20251001000000_21.nii.gz
0000EB84,Min-Mo-003,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.996143, 0.0877424]","['derived', '_acq-spcR4p2_run-23_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000EB84\0000EB84_20251001000000_23.nii.gz
0000F6B9,Min-Mo-003,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999305, 0.019984, -0.0314727, -0.0174429, 0.996719, 0.0790399]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-003\DICOM\0000AEF4\AA1EAF87\AACD23BA\0000F6B9\0000F6B9_ax_swi_ge3d_20251001000000_13_ph.nii.gz
000001BF,Min-Mo-002,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.991853, 0.111443, -0.0617057, -0.102323, 0.985526, 0.135158]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\000001BF\000001BF_ax_swi_ge3d_20251001000000_13_ph.nii.gz
0000064C,Min-Mo-002,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.991853, 0.111443, -0.0617057, -0.102323, 0.985526, 0.135158]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\0000064C\0000064C_ax_t2_tse_Med_DRS_480_20251001000000_3.nii.gz
00000D63,Min-Mo-002,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.991853, 0.111443, -0.0617057, -0.102323, 0.985526, 0.135158]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00000D63\00000D63_ax_swi_ge3d_20251001000000_12.nii.gz
00002BB5,Min-Mo-002,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.995708, 0.092252, -0.0074816, -0.0905623, 0.987766, 0.12695]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00002BB5\00002BB5_20251001000000_9.nii.gz
00002CCC,Min-Mo-002,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.991853, 0.111443, -0.0617057, -0.102323, 0.985526, 0.135158]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00002CCC\00002CCC_ax_swi_ge3d_20251001000000_15.nii.gz
000050CE,Min-Mo-002,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.99186, 0.11138, -0.0617144, -0.10226, 0.985534, 0.135154]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\000050CE\000050CE_ax_t2_tse_20251001000000_2.nii.gz
00005BAA,Min-Mo-002,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.991423, 0.130235, -0.0109039, -0.0456701, 0.267074, -0.962593]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00005BAA\00005BAA_20251001000000_10.nii.gz
000067C3,Min-Mo-002,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.991163, 0.127718, -0.0358263, -0.125023, 0.989721, 0.0694411]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\000067C3\000067C3_20251001000000_8.nii.gz
00007108,Min-Mo-002,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,89.009,191,"[0.990225, 0.139475, -0.000671805, -0.0385834, 0.269294, -0.962285]","['anat', '_acq-tse2p2_run-22_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00007108\00007108_cor_t2_tse_20251001000000_22.nii.gz
00008B6F,Min-Mo-002,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.991853, 0.111443, -0.0617057, -0.102323, 0.985526, 0.135158]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00008B6F\00008B6F_ax_swi_ge3d_20251001000000_14.nii.gz
00009717,Min-Mo-002,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[-0.147643, 0.976623, 0.156236, -0.106553, 0.141341, -0.98421]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00009717\00009717_t1_space_sag_20251001000000_6.nii.gz
00009D25,Min-Mo-002,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.98912, 0.146672, 0.0113875, -0.0282299, 0.265204, -0.963779]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\00009D25\00009D25_20251001000000_7.nii.gz
0000A952,Min-Mo-002,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,89.012,191,"[0.990225, 0.139475, -0.000671805, -0.0385834, 0.269294, -0.962285]","['anat', '_acq-tse2p2_run-23_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\0000A952\0000A952_cor_t2_tse_RPT_20251001000000_23.nii.gz
0000D9CF,Min-Mo-002,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,238.22,651,"[-0.147643, 0.976623, 0.156236, -0.106553, 0.141341, -0.98421]","['func', '_acq-spcir2p3_dir-RL_run-11_bold']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-002\DICOM\00009B90\AA952F2D\AA104D4D\0000D9CF\0000D9CF_sag_t2_spc_flair_fs_20251001000000_11.nii.gz
00009509,Min-Mo-001,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.995656, 0.0444229, 0.081825, -0.0590107, 0.980864, 0.185537]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-001\DICOM\00006527\AA3F4F63\AACCC5A7\00009509\00009509_ax_t2_tse_20250924000000_2.nii.gz
0000C351,Min-Mo-001,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.995658, 0.0443913, 0.081819, -0.0589786, 0.980865, 0.18554]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-001 to 005\Min-Mo-001\DICOM\00006527\AA3F4F63\AACCC5A7\0000C351\0000C351_ax_t2_tse_Med_DRS_480_20250924000000_3.nii.gz
