SeriesHash,SubjectID,MagneticFieldStrength,MRAcquisitionType,PulseSequenceName,SliceThickness,EchoTime,RepetitionTime,FlipAngle,EchoTrainLength,ParallelReductionFactorInPlane,AcquisitionDuration,PixelBandwidth,ImageOrientationPatientDICOM,BidsGuess,NIfTIPath
2,MinMo-048,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.996859, 0.0577779, -0.0541644, -0.0494061, 0.988218, 0.14486]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\2\DICOM\DICOM_ax_t2_tse_20260302000000_2.nii.gz
17,MinMo-048,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.996857, 0.0578235, -0.0541578, -0.049452, 0.988215, 0.144863]","['derived', '_acq-swi3p2_run-17_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\17\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260302000000_17.nii.gz
16,MinMo-048,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,224.672,119,"[0.996857, 0.0578235, -0.0541578, -0.049452, 0.988215, 0.144863]","['anat', '_acq-swi3p2_run-16_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\16\DICOM\DICOM_ax_swi_ge3d_SWI_20260302000000_16.nii.gz
15,MinMo-048,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,224.672,119,"[0.996857, 0.0578235, -0.0541578, -0.049452, 0.988215, 0.144863]","['anat', '_acq-swi3p2_run-15_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\15\DICOM\DICOM_ax_swi_ge3d_Pha_20260302000000_15_ph.nii.gz
14,MinMo-048,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,224.672,119,"[0.996857, 0.0578235, -0.0541578, -0.049452, 0.988215, 0.144863]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\14\DICOM\DICOM_ax_swi_ge3d_Mag_20260302000000_14.nii.gz
11,MinMo-048,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,210.715,651,"[0.995361, 0.0961323, 0.00380681, -0.0458902, 0.509184, -0.859433]","['derived', '_acq-spcir2p3_run-11']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\11\DICOM\DICOM_sag_t2_spc_flair_fs_MPR_Cor_20260302000000_11.nii.gz
10,MinMo-048,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,210.715,651,"[0.994604, 0.00410487, -0.10366, 0.0254903, 0.958914, 0.282548]","['derived', '_acq-spcir2p3_run-10']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\10\DICOM\DICOM_sag_t2_spc_flair_fs_MPR_Tra_20260302000000_10.nii.gz
9,MinMo-047,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.99974, 0.0227937]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\9\DICOM\DICOM_t1_space_sag_MPR_Tra_20260302000000_9.nii.gz
8,MinMo-047,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.997242, 0.0742188]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\8\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260302000000_8.nii.gz
7,MinMo-047,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.996073, 0.0872045, 0.0153225, -0.0200655, 0.390883, -0.920222]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\7\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260302000000_7.nii.gz
6,MinMo-047,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.0177101, 0.995079, 0.0974842, 0.0469024, 0.0965654, -0.994221]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\6\DICOM\DICOM_t1_space_sag_20260302000000_6.nii.gz
3,MinMo-047,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.999457, 0.016821, 0.0283204, -0.0174456, 0.999607, 0.0219538]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260302000000_3.nii.gz
2,MinMo-047,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.14,191,"[0.999457, 0.016821, 0.0283204, -0.0174456, 0.999607, 0.0219538]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\2\DICOM\DICOM_ax_t2_tse_20260302000000_2.nii.gz
16,MinMo-047,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,88.997,191,"[0.999682, -0.0252169, -0.000687748, 0.00365593, 0.1718, -0.985125]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\16\DICOM\DICOM_cor_t2_tse_20260302000000_16.nii.gz
15,MinMo-047,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.999457, 0.016821, 0.0283204, -0.0174456, 0.999607, 0.0219538]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260302000000_15.nii.gz
14,MinMo-047,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999457, 0.016821, 0.0283204, -0.0174456, 0.999607, 0.0219538]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260302000000_14.nii.gz
13,MinMo-047,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999457, 0.016821, 0.0283204, -0.0174456, 0.999607, 0.0219538]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260302000000_13_ph.nii.gz
12,MinMo-047,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999457, 0.016821, 0.0283204, -0.0174456, 0.999607, 0.0219538]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260302000000_12.nii.gz
10,MinMo-047,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999922, -0.0122413, 0.00258852, 0.00393958, 0.111668, -0.993738]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-047\10\DICOM\DICOM_t1_space_sag_MPR_Cor_20260302000000_10.nii.gz
9,MinMo-046,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999404, 0.0344614, -0.00200887, -0.00868065, 0.194568, -0.980851]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\9\DICOM\DICOM_t1_space_sag_MPR_Cor_20260301000000_9.nii.gz
8,MinMo-046,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.999927, -0.0121104]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\8\DICOM\DICOM_t1_space_sag_MPR_Tra_20260301000000_8.nii.gz
7,MinMo-046,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.999683, 0.025184]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\7\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260301000000_7.nii.gz
6,MinMo-046,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[-0.0312811, 0.98718, 0.156515, 0.0538039, 0.158027, -0.985968]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\6\DICOM\DICOM_t1_space_sag_20260301000000_6.nii.gz
3,MinMo-046,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.999848, 0.0174439, -0.000545963, -0.0174524, 0.999358, -0.0312782]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260301000000_3.nii.gz
2,MinMo-046,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.999848, 0.0174439, -0.000545963, -0.0174524, 0.999358, -0.0312782]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\2\DICOM\DICOM_ax_t2_tse_20260301000000_2.nii.gz
16,MinMo-046,3.0,2D,*tse2d1_17,5.0,0.088,6.7,150,17.0,2.0,93.779,191,"[0.999415, 0.034206, -0.000676917, -0.00902451, 0.244486, -0.969611]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\16\DICOM\DICOM_cor_t2_tse_20260301000000_16.nii.gz
15,MinMo-046,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.999848, 0.0174439, -0.000545963, -0.0174524, 0.999358, -0.0312782]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260301000000_15.nii.gz
14,MinMo-046,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,238.755,119,"[0.999848, 0.0174439, -0.000545963, -0.0174524, 0.999358, -0.0312782]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260301000000_14.nii.gz
13,MinMo-046,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,238.755,119,"[0.999848, 0.0174439, -0.000545963, -0.0174524, 0.999358, -0.0312782]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260301000000_13_ph.nii.gz
12,MinMo-046,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,238.755,119,"[0.999848, 0.0174439, -0.000545963, -0.0174524, 0.999358, -0.0312782]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260301000000_12.nii.gz
10,MinMo-046,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999882, 0.0149659, 0.00333677, -0.000717528, 0.263046, -0.964783]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-046\10\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260301000000_10.nii.gz
9,MinMo-045,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.202,630,"[0.999542, 0.0301665, -0.00227331, -0.00796518, 0.189936, -0.981764]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\9\DICOM\DICOM_t1_space_sag_MPR_Cor_20260209000000_9.nii.gz
8,MinMo-045,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,277.202,630,"[0.999654, 0.0261989, 0.00224219, -0.00476559, 0.264375, -0.964408]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\8\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260209000000_8.nii.gz
7,MinMo-045,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,277.202,630,"[1, 0, 0, 0, 1, -0.000181174]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\7\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260209000000_7.nii.gz
6,MinMo-045,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.202,630,"[-0.00766529, 0.994362, 0.105759, 0.0105034, 0.105836, -0.994328]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\6\DICOM\DICOM_t1_space_sag_20260209000000_6.nii.gz
3,MinMo-045,3.0,2D,*tse2d1_17,5.0,0.086,5.77,150,17.0,4.0,40.369,193,"[0.999607, 0.0170366, 0.0222415, -0.0174482, 0.999678, 0.0184472]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260209000000_3.nii.gz
26,MinMo-045,3.0,3D,*spcR_42ns,1.0,0.022,0.55,120,27.0,2.0,217.802,630,"[0.999542, 0.0301665, -0.00227324, -0.00796512, 0.189936, -0.981764]","['derived', '_acq-spcR4p2_run-26_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\26\DICOM\DICOM_sag_t1post_space_MPR_Cor_20260209000000_26.nii.gz
25,MinMo-045,3.0,3D,*spcR_42ns,1.0,0.022,0.55,120,27.0,2.0,217.802,630,"[1, 0, 0, 0, 1, 0]","['derived', '_acq-spcR4p2_run-25_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\25\DICOM\DICOM_sag_t1post_space_MPR_Tra_20260209000000_25.nii.gz
24,MinMo-045,3.0,3D,*spcR_42ns,3.0,0.022,0.55,120,27.0,2.0,217.802,630,"[1, 0, 0, 0, 1, -0.000181174]","['derived', '_acq-spcR4p2_run-24_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\24\DICOM\DICOM_sag_t1post_space_MPR_Ax3mm_20260209000000_24.nii.gz
23,MinMo-045,3.0,3D,*spcR_42ns,3.0,0.022,0.55,120,27.0,2.0,217.802,630,"[0.999654, 0.0261989, 0.00224212, -0.00476565, 0.264375, -0.964408]","['derived', '_acq-spcR4p2_run-23_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\23\DICOM\DICOM_sag_t1post_space_MPR_Cor3mm_20260209000000_23.nii.gz
22,MinMo-045,3.0,3D,*spcR_42ns,1.0,0.022,0.55,120,27.0,2.0,217.802,630,"[-0.00766503, 0.994365, 0.105737, 0.0105035, 0.105814, -0.99433]","['anat', '_acq-spcR4p2_run-22_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\22\DICOM\DICOM_sag_t1post_space_20260209000000_22.nii.gz
2,MinMo-045,3.0,2D,*tse2d1_17,5.0,0.088,5.91,150,17.0,2.0,195.009,191,"[0.999607, 0.0170366, 0.0222415, -0.0174482, 0.999678, 0.0184472]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\2\DICOM\DICOM_ax_t2_tse_20260209000000_2.nii.gz
16,MinMo-045,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,89.017,191,"[0.999989, -0.00455705, -0.000658964, 0.000882937, 0.33024, -0.943896]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\16\DICOM\DICOM_cor_t2_tse_20260209000000_16.nii.gz
15,MinMo-045,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.999607, 0.0170366, 0.0222415, -0.0174482, 0.999678, 0.0184472]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260209000000_15.nii.gz
14,MinMo-045,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,222.685,119,"[0.999607, 0.0170366, 0.0222415, -0.0174482, 0.999678, 0.0184472]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260209000000_14.nii.gz
13,MinMo-045,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,222.685,119,"[0.999607, 0.0170366, 0.0222415, -0.0174482, 0.999678, 0.0184472]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260209000000_13_ph.nii.gz
12,MinMo-045,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,222.685,119,"[0.999607, 0.0170366, 0.0222415, -0.0174482, 0.999678, 0.0184472]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260209000000_12.nii.gz
11,MinMo-045,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,210.715,651,"[-0.00766503, 0.994365, 0.105737, 0.0105035, 0.105814, -0.99433]","['func', '_acq-spcir2p3_dir-RL_run-11_bold']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\11\DICOM\DICOM_sag_t2_spc_flair_fs_20260209000000_11.nii.gz
10,MinMo-045,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.202,630,"[1, 0, 0, 0, 1, 0]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-045\10\DICOM\DICOM_t1_space_sag_MPR_Tra_20260209000000_10.nii.gz
3,MinMo-044,3.0,2D,*tse2d1_17,5.0,0.086,5.77,150,17.0,4.0,40.369,193,"[0.998637, 0.00528223, 0.0519325, -0.0174313, 0.971504, 0.23638]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260208000000_3.nii.gz
20,MinMo-044,3.0,2D,*tse2d1_17,5.0,0.088,6.5,150,17.0,2.0,90.977,191,"[0.997977, 0.0635784, -0.000654238, -0.0228004, 0.348249, -0.937125]","['anat', '_acq-tse2p2_run-20_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\20\DICOM\DICOM_cor_t2_tse_20260208000000_20.nii.gz
2,MinMo-044,3.0,2D,*tse2d1_17,5.0,0.088,5.91,150,17.0,2.0,195.009,191,"[0.998637, 0.00528223, 0.0519325, -0.0174313, 0.971504, 0.23638]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\2\DICOM\DICOM_ax_t2_tse_20260208000000_2.nii.gz
19,MinMo-044,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.998637, 0.00528223, 0.0519325, -0.0174313, 0.971504, 0.23638]","['derived', '_acq-swi3p2_run-19_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\19\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260208000000_19.nii.gz
18,MinMo-044,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.998637, 0.00528223, 0.0519325, -0.0174313, 0.971504, 0.23638]","['anat', '_acq-swi3p2_run-18_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\18\DICOM\DICOM_ax_swi_ge3d_SWI_20260208000000_18.nii.gz
17,MinMo-044,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.998637, 0.00528223, 0.0519325, -0.0174313, 0.971504, 0.23638]","['anat', '_acq-swi3p2_run-17_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\17\DICOM\DICOM_ax_swi_ge3d_Pha_20260208000000_17_ph.nii.gz
16,MinMo-044,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.998637, 0.00528223, 0.0519325, -0.0174313, 0.971504, 0.23638]","['anat', '_acq-swi3p2_run-16_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\16\DICOM\DICOM_ax_swi_ge3d_Mag_20260208000000_16.nii.gz
15,MinMo-044,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,210.717,651,"[-0.0811599, 0.984295, 0.156771, -0.00240549, 0.157096, -0.98758]","['func', '_acq-spcir2p3_dir-RL_run-15_bold']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\15\DICOM\DICOM_sag_t2_spc_flair_fs_20260208000000_15.nii.gz
14,MinMo-044,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.202,630,"[0.998452, 0.0552672, 0.00619015, -0.012791, 0.336541, -0.941582]","['derived', '_acq-spcR4p2_run-14_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\14\DICOM\DICOM_t1_space_sag_MPR_Cor_20260208000000_14.nii.gz
13,MinMo-044,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,277.202,630,"[0.99735, 0.0711559, 0.0151427, -0.0184787, 0.449106, -0.893287]","['derived', '_acq-spcR4p2_run-13_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\13\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260208000000_13.nii.gz
12,MinMo-044,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.202,630,"[0.99868, 0, 0.0513726, -0.014049, 0.96188, 0.273111]","['derived', '_acq-spcR4p2_run-12_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\12\DICOM\DICOM_t1_space_sag_MPR_Tra_20260208000000_12.nii.gz
11,MinMo-044,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,277.202,630,"[1, 0, 0, 0, 0.93589, 0.352291]","['derived', '_acq-spcR4p2_run-11_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\11\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260208000000_11.nii.gz
10,MinMo-044,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.202,630,"[-0.0811599, 0.984295, 0.156771, -0.00240549, 0.157096, -0.98758]","['anat', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-044\10\DICOM\DICOM_t1_space_sag_20260208000000_10.nii.gz
3,Min-Mo-060,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.995422, 0.0893335, 0.0339866, -0.0874383, 0.994723, -0.0536725]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-060\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260517000000_3.nii.gz
2,Min-Mo-060,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.995426, 0.0892878, 0.0339891, -0.0873926, 0.994727, -0.0536709]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-060\2\DICOM\DICOM_ax_t2_tse_20260517000000_2.nii.gz
9,Min-Mo-059,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.997441, 0.00890008, -0.0709441, -0.0174104, 0.99259, -0.12026]","['anat', '_acq-swi3p2_run-9_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\9\DICOM\DICOM_ax_swi_ge3d_Mag_20260419000000_9.nii.gz
7,Min-Mo-059,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.205,630,"[0.998073, 0, -0.0620584, -0.00824275, 0.99114, -0.132566]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\7\DICOM\DICOM_t1_space_sag_MPR_Tra_20260419000000_7.nii.gz
6,Min-Mo-059,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.205,630,"[0.99941, 0.0340743, -0.0044179, -0.00954618, 0.151847, -0.988358]","['derived', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\6\DICOM\DICOM_t1_space_sag_MPR_Cor_20260419000000_6.nii.gz
5,Min-Mo-059,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,277.205,630,"[0.999535, 0.0303115, 0.00333677, -0.004755, 0.263004, -0.964783]","['derived', '_acq-spcR4p2_run-5_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\5\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260419000000_5.nii.gz
4,Min-Mo-059,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,277.205,630,"[0.996482, 0, -0.0838044, -0.0135783, 0.986787, -0.161453]","['derived', '_acq-spcR4p2_run-4_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\4\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260419000000_4.nii.gz
3,Min-Mo-059,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,277.205,630,"[-0.0491498, 0.98642, 0.156716, -0.0364254, 0.155031, -0.987238]","['anat', '_acq-spcR4p2_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\3\DICOM\DICOM_t1_space_sag_20260419000000_3.nii.gz
2,Min-Mo-059,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.997441, 0.00890008, -0.0709441, -0.0174104, 0.99259, -0.12026]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\2\DICOM\DICOM_ax_t2_tse_20260419000000_2.nii.gz
13,Min-Mo-059,3.0,2D,*tse2d1_17,5.0,0.088,6.11,150,17.0,2.0,85.519,191,"[0.99389, 0.0823318, -0.0735196, -0.0803749, 0.0833021, -0.993278]","['anat', '_acq-tse2p2_run-13_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\13\DICOM\DICOM_cor_t2_tse_20260419000000_13.nii.gz
